Loading matrix data... DONE [0.25 s]
log4j:WARN No appenders could be found for logger (com.graphhopper.jsprit.core.algorithm.termination.TimeTermination).
log4j:WARN Please initialize the log4j system properly.
Eval 106 1.3900680200090552E12distancia: 395317.57421875desborde: 0 tiempo: 2.8886507E7
Eval 107 -529.0distancia: 0.0desborde: 23 tiempo: 0.0
Eval 108 1.3784766221877732E12distancia: 409716.2216796875desborde: 0 tiempo: 2.9143938E7
Eval 109 1.404390222324669E12distancia: 376767.5439453125desborde: 0 tiempo: 2.8021496E7
Eval 110 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 111 1.3808619174840398E12distancia: 406794.8955078125desborde: 0 tiempo: 2.9649552E7
Eval 112 1.3940041117767124E12distancia: 390307.43359375desborde: 0 tiempo: 2.868598E7
Eval 113 -484.0distancia: 0.0desborde: 22 tiempo: 0.0
Eval 115 1.3805216495019922E12distancia: 407212.9111328125desborde: 0 tiempo: 2.9483133E7
Eval 114 1.373439110308404E12distancia: 415818.3427734375desborde: 0 tiempo: 2.8617963E7
Eval 117 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 118 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 119 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 120 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 121 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 116 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 122 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 123 1.358806179721298E12distancia: 433056.3759765625desborde: 0 tiempo: 2.9302601E7
Eval 124 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 125 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 126 1.3552922181657153E12distancia: 437094.7109375desborde: 0 tiempo: 2.8790859E7
Eval 127 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 128 1.3896775833327493E12distancia: 395811.0927734375desborde: 0 tiempo: 2.7846812E7
Eval 129 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 130 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 131 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 132 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 133 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 134 1.3713505674641414E12distancia: 418322.1689453125desborde: 0 tiempo: 2.9088515E7
Eval 135 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 136 1.374294528256881E12distancia: 414788.4716796875desborde: 0 tiempo: 2.8705159E7
Eval 137 -529.0distancia: 0.0desborde: 23 tiempo: 0.0
Eval 138 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 139 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 140 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 141 1.372675774157681E12distancia: 416735.2041015625desborde: 0 tiempo: 2.8679186E7
Eval 142 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 143 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 144 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 145 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 146 1.370012379938428E12distancia: 419918.5927734375desborde: 0 tiempo: 2.867798E7
Eval 147 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 148 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 149 -441.0distancia: 0.0desborde: 21 tiempo: 0.0
Eval 150 1.3813369461198232E12distancia: 406210.6083984375desborde: 0 tiempo: 2.8300567E7
Eval 151 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 152 1.3798158203876465E12distancia: 408078.6494140625desborde: 0 tiempo: 2.8577621E7
Eval 153 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 154 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 155 1.3694571671445222E12distancia: 420579.1689453125desborde: 0 tiempo: 2.9034985E7
Eval 156 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 157 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 158 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 159 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 160 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 161 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 162 1.3749452479880752E12distancia: 414003.3291015625desborde: 0 tiempo: 2.8456528E7
Eval 163 1.393969942714117E12distancia: 390351.203125desborde: 0 tiempo: 2.8628259E7
Eval 164 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 165 1.35857164701256E12distancia: 433327.0791015625desborde: 0 tiempo: 2.9565318E7
Eval 166 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 167 1.3769633676406606E12distancia: 411558.7890625desborde: 0 tiempo: 2.8804388E7
Eval 168 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 169 1.3929430623944912E12distancia: 391664.3232421875desborde: 0 tiempo: 2.8652201E7
Eval 170 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 171 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 172 1.364572670596542E12distancia: 426346.4951171875desborde: 0 tiempo: 2.8953216E7
Eval 173 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 174 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 175 1.356350238707024E12distancia: 435882.7431640625desborde: 0 tiempo: 2.915718E7
Eval 176 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 177 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 178 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 179 1.3676199198610413E12distancia: 422757.7138671875desborde: 0 tiempo: 2.9239596E7
Eval 180 1.3777931165542744E12distancia: 410549.4951171875desborde: 0 tiempo: 2.8724267E7
Eval 181 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 182 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 183 1.4258553863538716E12distancia: 347114.8486328125desborde: 0 tiempo: 2.6241927E7
Eval 184 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 185 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 186 -484.0distancia: 0.0desborde: 22 tiempo: 0.0
Eval 187 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 188 1.3682235729876687E12distancia: 422043.1630859375desborde: 0 tiempo: 2.8563947E7
Eval 189 1.3882135097778447E12distancia: 397656.251953125desborde: 0 tiempo: 2.8764539E7
Eval 190 -484.0distancia: 0.0desborde: 22 tiempo: 0.0
Eval 191 1.3885537940499688E12distancia: 397228.1591796875desborde: 0 tiempo: 2.9090817E7
Eval 192 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 193 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 194 1.3615531260858638E12distancia: 429873.095703125desborde: 0 tiempo: 2.8867133E7
Eval 195 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 196 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 197 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 198 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 199 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 200 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 201 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 202 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 203 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 204 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 205 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 206 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 207 1.3726491785964639E12distancia: 416767.1123046875desborde: 0 tiempo: 2.8690708E7
Eval 208 1.3865943580484001E12distancia: 399686.935546875desborde: 0 tiempo: 2.9142034E7
Eval 209 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 210 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 211 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 212 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 213 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 214 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 215 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 216 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 217 1.376878333908921E12distancia: 411662.0830078125desborde: 0 tiempo: 2.9090341E7
Eval 218 -441.0distancia: 0.0desborde: 21 tiempo: 0.0
Eval 219 1.3508121284429092E12distancia: 442189.8642578125desborde: 0 tiempo: 2.9690624E7
Eval 220 1.4258553863538716E12distancia: 347114.8486328125desborde: 0 tiempo: 2.6241927E7
Eval 221 1.373439110308404E12distancia: 415818.3427734375desborde: 0 tiempo: 2.8617963E7
Eval 222 1.3687694922218765E12distancia: 421395.9091796875desborde: 0 tiempo: 2.8931943E7
Eval 223 1.3813369461198232E12distancia: 406210.6083984375desborde: 0 tiempo: 2.8300567E7
Eval 224 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 225 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 226 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 227 1.356824334543791E12distancia: 435338.5693359375desborde: 0 tiempo: 2.8770496E7
Eval 228 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 229 -441.0distancia: 0.0desborde: 21 tiempo: 0.0
Eval 230 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 231 1.3459189397628843E12distancia: 447688.580078125desborde: 0 tiempo: 2.9255052E7
Eval 232 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 233 1.3654620687549966E12distancia: 425302.169921875desborde: 0 tiempo: 2.8615092E7
Eval 234 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 235 1.391915268660607E12distancia: 392974.2177734375desborde: 0 tiempo: 2.8798825E7
Eval 236 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 237 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 238 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 239 1.3619353557579229E12distancia: 429428.28125desborde: 0 tiempo: 2.8966462E7
Eval 240 1.3929430623944912E12distancia: 391664.3232421875desborde: 0 tiempo: 2.8652201E7
Eval 241 1.3769633676406606E12distancia: 411558.7890625desborde: 0 tiempo: 2.8804388E7
Eval 242 1.3713505674641414E12distancia: 418322.1689453125desborde: 0 tiempo: 2.9088515E7
Eval 243 1.374294528256881E12distancia: 414788.4716796875desborde: 0 tiempo: 2.8705159E7
Eval 244 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 245 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 246 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 247 1.35857164701256E12distancia: 433327.0791015625desborde: 0 tiempo: 2.9565318E7
Eval 248 1.3900680200090552E12distancia: 395317.57421875desborde: 0 tiempo: 2.8886507E7
Eval 249 -441.0distancia: 0.0desborde: 21 tiempo: 0.0
Eval 250 1.393969942714117E12distancia: 390351.203125desborde: 0 tiempo: 2.8628259E7
Eval 251 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 252 -441.0distancia: 0.0desborde: 21 tiempo: 0.0
Eval 253 1.364572670596542E12distancia: 426346.4951171875desborde: 0 tiempo: 2.8953216E7
Eval 254 1.356350238707024E12distancia: 435882.7431640625desborde: 0 tiempo: 2.915718E7
Eval 255 -361.0distancia: 0.0desborde: 19 tiempo: 0.0
Eval 256 1.3676199198610413E12distancia: 422757.7138671875desborde: 0 tiempo: 2.9239596E7
Eval 257 -529.0distancia: 0.0desborde: 23 tiempo: 0.0
Eval 258 1.404390222324669E12distancia: 376767.5439453125desborde: 0 tiempo: 2.8021496E7
Eval 259 1.3704096105593838E12distancia: 419445.3408203125desborde: 0 tiempo: 2.8788975E7
Eval 260 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 261 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 262 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 263 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 264 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 265 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 266 1.3896775833327493E12distancia: 395811.0927734375desborde: 0 tiempo: 2.7846812E7
Eval 267 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 268 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 269 1.379913534509761E12distancia: 407958.9072265625desborde: 0 tiempo: 2.8497612E7
Eval 270 1.385599854534086E12distancia: 400929.1083984375desborde: 0 tiempo: 2.8121505E7
Eval 271 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 272 1.393203597400171E12distancia: 391331.58203125desborde: 0 tiempo: 2.8871052E7
Eval 273 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 274 1.3525624610964116E12distancia: 440206.2509765625desborde: 0 tiempo: 2.9086541E7
Eval 275 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 276 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 277 1.3777931165542744E12distancia: 410549.4951171875desborde: 0 tiempo: 2.8724267E7
Eval 278 -400.0distancia: 0.0desborde: 20 tiempo: 0.0
Eval 279 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 280 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 281 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 282 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 283 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 284 1.3932429810156987E12distancia: 391281.2587890625desborde: 0 tiempo: 2.795987E7
Eval 285 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 286 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 287 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 288 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 289 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 290 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 291 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 292 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 293 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 294 1.372675774157681E12distancia: 416735.2041015625desborde: 0 tiempo: 2.8679186E7
Eval 295 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 296 1.373561908404233E12distancia: 415670.658203125desborde: 0 tiempo: 2.8508256E7
Eval 297 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 298 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 299 1.3841584312426484E12distancia: 402722.7001953125desborde: 0 tiempo: 2.78852E7
Eval 300 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 301 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 302 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 303 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 304 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 305 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 306 -324.0distancia: 0.0desborde: 18 tiempo: 0.0
Eval 307 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 308 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 309 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 310 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 311 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 312 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 313 1.370012379938428E12distancia: 419918.5927734375desborde: 0 tiempo: 2.867798E7
Eval 314 1.3808619174840398E12distancia: 406794.8955078125desborde: 0 tiempo: 2.9649552E7
Eval 315 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 316 1.3521847195117961E12distancia: 440635.0927734375desborde: 0 tiempo: 2.896584E7
Eval 317 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 318 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 319 1.385599854534086E12distancia: 400929.1083984375desborde: 0 tiempo: 2.8121505E7
Eval 320 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 321 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 322 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 323 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 324 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 325 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 326 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 327 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 328 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 329 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 330 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 331 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 332 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 333 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 334 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 335 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 336 1.3784766221877732E12distancia: 409716.2216796875desborde: 0 tiempo: 2.9143938E7
Eval 337 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 338 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 339 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 340 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 341 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 342 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 343 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 344 1.358806179721298E12distancia: 433056.3759765625desborde: 0 tiempo: 2.9302601E7
Eval 345 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 346 1.3798158203876465E12distancia: 408078.6494140625desborde: 0 tiempo: 2.8577621E7
Eval 347 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 348 1.3459189397628843E12distancia: 447688.580078125desborde: 0 tiempo: 2.9255052E7
Eval 349 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 350 1.3805216495019922E12distancia: 407212.9111328125desborde: 0 tiempo: 2.9483133E7
Eval 351 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 352 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 353 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 354 1.3749452479880752E12distancia: 414003.3291015625desborde: 0 tiempo: 2.8456528E7
Eval 355 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 356 -289.0distancia: 0.0desborde: 17 tiempo: 0.0
Eval 357 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 358 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
