Loading matrix data... DONE [0.558 s]
log4j:WARN No appenders could be found for logger (com.graphhopper.jsprit.core.algorithm.termination.TimeTermination).
log4j:WARN Please initialize the log4j system properly.
Eval 198 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 199 1.778894755475895E13distancia: 328411.529296875desborde: 0 tiempo: 2.6419343E7
Eval 200 1.7790155889776293E13distancia: 326566.681640625desborde: 0 tiempo: 2.6256491E7
Eval 201 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 202 1.769304585268028E13distancia: 451392.8828125desborde: 0 tiempo: 3.2493805E7
Eval 203 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 204 1.7775458870952938E13distancia: 348342.814453125desborde: 0 tiempo: 2.8283003E7
Eval 205 1.7736920479227562E13distancia: 399851.107421875desborde: 0 tiempo: 3.1493322E7
Eval 206 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 207 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 208 1.779127978364911E13distancia: 324841.3515625desborde: 0 tiempo: 2.629815E7
Eval 209 1.76969073374382E13distancia: 447095.34765625desborde: 0 tiempo: 2.8627793E7
Eval 210 1.767210189410534E13distancia: 474024.88671875desborde: 0 tiempo: 3.0784873E7
Eval 211 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 212 1.7711458694666242E13distancia: 430514.451171875desborde: 0 tiempo: 3.2469991E7
Eval 213 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 214 1.7801483013474562E13distancia: 308737.224609375desborde: 0 tiempo: 2.6250679E7
Eval 215 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 216 1.7705805823297074E13distancia: 437030.392578125desborde: 0 tiempo: 3.2817228E7
Eval 217 1.774478261631747E13distancia: 389895.974609375desborde: 0 tiempo: 3.0370947E7
Eval 218 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 219 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 220 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 221 1.776230550743975E13distancia: 366736.935546875desborde: 0 tiempo: 3.0370692E7
Eval 222 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 223 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 224 1.7674888289671812E13distancia: 471076.63671875desborde: 0 tiempo: 3.0435206E7
Eval 225 1.7832303258967535E13distancia: 253965.2109375desborde: 0 tiempo: 2.8339452E7
Eval 226 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 227 1.7778377683046746E13distancia: 344127.744140625desborde: 0 tiempo: 2.8434951E7
Eval 228 1.770998753413654E13distancia: 432219.681640625desborde: 0 tiempo: 3.2196241E7
Eval 229 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 230 1.7763409206399348E13distancia: 365229.080078125desborde: 0 tiempo: 3.0253433E7
Eval 231 1.7696956864151562E13distancia: 447039.95703125desborde: 0 tiempo: 2.8290539E7
Eval 232 1.785214649339262E13distancia: 211317.755859375desborde: 0 tiempo: 2.6352057E7
Eval 233 -256.0distancia: 0.0desborde: 16 tiempo: 0.0
Eval 234 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 235 -225.0distancia: 0.0desborde: 15 tiempo: 0.0
Eval 236 1.779127978364911E13distancia: 324841.3515625desborde: 0 tiempo: 2.629815E7
Eval 237 1.7778139856177992E13distancia: 344473.12109375desborde: 0 tiempo: 2.8540715E7
Eval 238 1.771638486403547E13distancia: 424755.015625desborde: 0 tiempo: 2.6342189E7
Eval 239 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 240 1.7770677285651613E13distancia: 355139.833984375desborde: 0 tiempo: 2.8332094E7
Eval 241 1.771259444484157E13distancia: 429193.24609375desborde: 0 tiempo: 3.44474E7
Eval 242 1.7775763349044805E13distancia: 347905.501953125desborde: 0 tiempo: 2.8080851E7
Eval 243 1.779127978364911E13distancia: 324841.3515625desborde: 0 tiempo: 2.629815E7
Eval 244 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 245 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 246 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 247 1.779127978364911E13distancia: 324841.3515625desborde: 0 tiempo: 2.629815E7
slurmstepd: error: *** JOB 2323063 ON node21 CANCELLED AT 2021-12-05T21:47:23 ***
