Loading matrix data... DONE [0.754 s]
log4j:WARN No appenders could be found for logger (com.graphhopper.jsprit.core.algorithm.termination.TimeTermination).
log4j:WARN Please initialize the log4j system properly.
Eval 70 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 69 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 76 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 78 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 77 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 79 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 80 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 81 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 82 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 83 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 84 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 85 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 86 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 87 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 88 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 89 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 90 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 92 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 91 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 93 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 94 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 95 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 96 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 97 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 98 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 99 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 100 1.7801627764678277E13distancia: 308502.7109375desborde: 0 tiempo: 2.6300103E7
Eval 101 1.778805670892246E13distancia: 329765.03515625desborde: 0 tiempo: 2.666914E7
Eval 102 1.7789559961979016E13distancia: 327477.82421875desborde: 0 tiempo: 2.648273E7
Eval 103 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 104 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 105 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 106 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 107 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 108 1.7792191735738836E13distancia: 323434.6171875desborde: 0 tiempo: 2.6234606E7
Eval 109 1.7792709490972504E13distancia: 322633.22265625desborde: 0 tiempo: 2.6241459E7
Eval 110 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 111 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 112 1.776949802889494E13distancia: 356796.2421875desborde: 0 tiempo: 2.8619507E7
Eval 113 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 114 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 115 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 116 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 117 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 118 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 119 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 120 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 121 1.7790102853092047E13distancia: 326647.875desborde: 0 tiempo: 2.6379439E7
Eval 122 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 123 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 124 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 125 1.7760869350444793E13distancia: 368689.892578125desborde: 0 tiempo: 2.8544423E7
Eval 127 1.7801415436289418E13distancia: 308846.646484375desborde: 0 tiempo: 2.6331056E7
Eval 126 1.779101017351787E13distancia: 325256.07421875desborde: 0 tiempo: 2.630059E7
Eval 128 1.7799922504723574E13distancia: 311254.208984375desborde: 0 tiempo: 2.6362381E7
Eval 131 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 129 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 132 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 133 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 134 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 135 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 136 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 137 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 138 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 139 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 140 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 141 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 142 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 143 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 144 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 145 1.7769088990756953E13distancia: 357368.9921875desborde: 0 tiempo: 2.8514386E7
Eval 146 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 130 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 147 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 148 1.77772286871785E13distancia: 345793.146484375desborde: 0 tiempo: 2.8580146E7
Eval 149 1.7789181692730117E13distancia: 328054.865234375desborde: 0 tiempo: 2.6465258E7
Eval 150 1.7700201860300535E13distancia: 443395.677734375desborde: 0 tiempo: 2.8565002E7
Eval 151 1.7793157167567266E13distancia: 321938.689453125desborde: 0 tiempo: 2.6317412E7
Eval 152 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 153 1.7790180222708535E13distancia: 326529.423828125desborde: 0 tiempo: 2.6351349E7
Eval 154 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 155 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 156 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 157 1.7792008079524496E13distancia: 323718.408203125desborde: 0 tiempo: 2.6300103E7
Eval 158 1.7799557319015227E13distancia: 311840.29296875desborde: 0 tiempo: 2.6425288E7
Eval 159 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 160 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 161 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 162 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 163 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 164 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 165 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 166 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 167 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 168 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 169 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 170 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 171 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 172 1.7791917874195594E13distancia: 323857.705078125desborde: 0 tiempo: 2.6256009E7
Eval 173 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 174 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 175 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 176 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 177 1.7798664233210133E13distancia: 313268.98046875desborde: 0 tiempo: 2.6593694E7
Eval 178 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 179 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 180 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 181 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 182 1.7777693516790176E13distancia: 345120.37109375desborde: 0 tiempo: 2.8457127E7
Eval 183 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 184 1.7791480035725254E13distancia: 324532.974609375desborde: 0 tiempo: 2.6283068E7
Eval 185 1.7851994196817344E13distancia: 211677.798828125desborde: 0 tiempo: 2.630731E7
Eval 186 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 187 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 188 1.777819389731817E13distancia: 344394.671875desborde: 0 tiempo: 2.8535168E7
Eval 189 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 190 1.7776915632948684E13distancia: 346245.51171875desborde: 0 tiempo: 2.8595015E7
Eval 191 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 192 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 193 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 194 1.780019454540801E13distancia: 310816.89453125desborde: 0 tiempo: 2.6421802E7
Eval 195 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 196 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 197 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 198 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 199 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 200 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 201 1.7718971482595902E13distancia: 421699.1875desborde: 0 tiempo: 2.6250679E7
Eval 202 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 203 1.7851510872046723E13distancia: 212816.388671875desborde: 0 tiempo: 2.6307737E7
Eval 204 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 205 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 206 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 207 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 208 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 209 1.771789704866105E13distancia: 422971.203125desborde: 0 tiempo: 2.6385232E7
Eval 210 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 211 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 212 1.776097737815503E13distancia: 368543.361328125desborde: 0 tiempo: 2.8541658E7
Eval 213 1.7791321724620316E13distancia: 324776.7890625desborde: 0 tiempo: 2.6355485E7
Eval 214 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 215 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 216 1.777611171292725E13distancia: 347404.482421875desborde: 0 tiempo: 2.8589827E7
Eval 217 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 218 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 219 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 220 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 221 1.7790275240724676E13distancia: 326383.89453125desborde: 0 tiempo: 2.6292208E7
Eval 222 1.7800256837152984E13distancia: 310716.671875desborde: 0 tiempo: 2.6368584E7
Eval 223 1.778931401191977E13distancia: 327853.130859375desborde: 0 tiempo: 2.6457504E7
Eval 224 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 225 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 226 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 227 1.7788970519252023E13distancia: 328376.564453125desborde: 0 tiempo: 2.6476301E7
Eval 228 1.77781730793612E13distancia: 344424.89453125desborde: 0 tiempo: 2.8541658E7
Eval 229 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 230 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 231 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 232 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 233 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 234 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 235 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 236 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 237 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 238 1.7789660522696E13distancia: 327324.25desborde: 0 tiempo: 2.6448918E7
Eval 239 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 240 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 241 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 242 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 243 1.778805670892246E13distancia: 329765.03515625desborde: 0 tiempo: 2.666914E7
Eval 244 1.7789559961979016E13distancia: 327477.82421875desborde: 0 tiempo: 2.648273E7
Eval 245 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 246 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 247 1.7851144952141082E13distancia: 213674.3671875desborde: 0 tiempo: 2.6526748E7
Eval 248 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 249 1.776863090131718E13distancia: 358009.337890625desborde: 0 tiempo: 2.8558819E7
Eval 250 1.7700201860300535E13distancia: 443395.677734375desborde: 0 tiempo: 2.8565002E7
Eval 251 1.7789984506136496E13distancia: 326828.978515625desborde: 0 tiempo: 2.626829E7
Eval 252 1.785169221007929E13distancia: 212389.91796875desborde: 0 tiempo: 2.6435534E7
Eval 253 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 254 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 255 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 256 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 257 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 258 1.7760869350444793E13distancia: 368689.892578125desborde: 0 tiempo: 2.8544423E7
Eval 259 1.777819389731817E13distancia: 344394.671875desborde: 0 tiempo: 2.8535168E7
Eval 260 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 261 1.771789704866105E13distancia: 422971.203125desborde: 0 tiempo: 2.6385232E7
Eval 262 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 263 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 264 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 265 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 266 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 267 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 268 1.7792709490972504E13distancia: 322633.22265625desborde: 0 tiempo: 2.6241459E7
Eval 269 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 270 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 271 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 272 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 273 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 274 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 275 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 276 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 277 1.7800256837152984E13distancia: 310716.671875desborde: 0 tiempo: 2.6368584E7
Eval 278 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 279 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 280 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 281 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 282 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 283 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 284 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 285 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 286 1.7801627764678277E13distancia: 308502.7109375desborde: 0 tiempo: 2.6300103E7
Eval 287 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 288 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 289 1.7799557319015227E13distancia: 311840.29296875desborde: 0 tiempo: 2.6425288E7
Eval 290 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 291 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 292 1.776097737815503E13distancia: 368543.361328125desborde: 0 tiempo: 2.8541658E7
Eval 293 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 294 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 295 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 296 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 297 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 298 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 299 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 300 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 301 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 302 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 303 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 304 1.7851510872046723E13distancia: 212816.388671875desborde: 0 tiempo: 2.6307737E7
Eval 305 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 306 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 307 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 308 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 309 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 310 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 311 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 312 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 313 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 314 1.7776915632948684E13distancia: 346245.51171875desborde: 0 tiempo: 2.8595015E7
Eval 315 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 316 1.776949802889494E13distancia: 356796.2421875desborde: 0 tiempo: 2.8619507E7
Eval 317 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 318 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 319 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 320 1.780019454540801E13distancia: 310816.89453125desborde: 0 tiempo: 2.6421802E7
Eval 321 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 322 1.7777693516790176E13distancia: 345120.37109375desborde: 0 tiempo: 2.8457127E7
Eval 323 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 324 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 325 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 326 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 327 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 328 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 329 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 330 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 331 1.777611171292725E13distancia: 347404.482421875desborde: 0 tiempo: 2.8589827E7
Eval 332 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 333 1.7801415436289418E13distancia: 308846.646484375desborde: 0 tiempo: 2.6331056E7
Eval 334 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 335 1.7793157167567266E13distancia: 321938.689453125desborde: 0 tiempo: 2.6317412E7
Eval 336 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 337 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 338 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 339 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 340 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 341 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 342 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 343 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 344 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 345 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 346 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 347 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 348 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 349 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 350 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 351 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 352 1.77772286871785E13distancia: 345793.146484375desborde: 0 tiempo: 2.8580146E7
Eval 353 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 354 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 355 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 356 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 357 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 358 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 359 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 360 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 361 1.778931401191977E13distancia: 327853.130859375desborde: 0 tiempo: 2.6457504E7
Eval 362 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 363 1.7789181692730117E13distancia: 328054.865234375desborde: 0 tiempo: 2.6465258E7
Eval 364 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 365 1.7718971482595902E13distancia: 421699.1875desborde: 0 tiempo: 2.6250679E7
Eval 366 1.7790275240724676E13distancia: 326383.89453125desborde: 0 tiempo: 2.6292208E7
Eval 367 1.7791917874195594E13distancia: 323857.705078125desborde: 0 tiempo: 2.6256009E7
Eval 368 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
